Date,Open,High,Low,Close,Adj Close,Volume
2020-09-25,1268.000000,1289.000000,1224.000000,1268.900024,1262.069702,1178111
2020-09-28,1282.000000,1300.000000,1261.349976,1285.750000,1278.828979,823480
2020-09-29,1290.000000,1367.000000,1288.599976,1323.500000,1316.375732,2961525
2020-09-30,1332.000000,1342.650024,1316.400024,1338.500000,1331.295044,710769
2020-10-01,1343.000000,1357.900024,1320.000000,1336.300049,1329.106934,642225
2020-10-05,1342.900024,1373.750000,1335.800049,1349.449951,1342.186035,1321208
2020-10-06,1359.849976,1378.699951,1341.000000,1371.949951,1364.564941,935403
2020-10-07,1375.000000,1395.000000,1359.650024,1388.199951,1380.727417,683536
2020-10-08,1415.050049,1589.900024,1415.050049,1461.150024,1453.284790,6126904
2020-10-09,1459.000000,1518.599976,1448.750000,1504.250000,1496.152832,1609373
2020-10-12,1517.000000,1578.000000,1498.349976,1562.349976,1553.940063,1973673
2020-10-13,1568.250000,1596.949951,1551.000000,1585.199951,1576.666992,1842760
2020-10-14,1577.000000,1605.849976,1541.000000,1551.900024,1543.546265,2042686
2020-10-15,1560.000000,1585.000000,1411.000000,1424.849976,1417.180176,2530336
2020-10-16,1424.800049,1443.699951,1262.300049,1329.150024,1321.995361,9049480
2020-10-19,1338.949951,1350.000000,1293.000000,1341.750000,1334.527466,3911052
2020-10-20,1335.000000,1449.000000,1329.000000,1426.349976,1418.672119,2980975
2020-10-21,1425.000000,1467.750000,1337.300049,1354.050049,1346.761353,3483082
2020-10-22,1360.000000,1419.000000,1358.050049,1388.349976,1380.876587,2559025
2020-10-23,1387.500000,1408.900024,1375.000000,1393.300049,1385.800049,1045143
2020-10-26,1395.150024,1429.900024,1380.000000,1391.949951,1391.949951,2157393
2020-10-27,1394.949951,1399.699951,1322.000000,1381.449951,1381.449951,1862748
2020-10-28,1381.449951,1393.599976,1316.099976,1327.250000,1327.250000,1224858
2020-10-29,1315.000000,1339.150024,1295.000000,1318.650024,1318.650024,1236011
2020-10-30,1335.000000,1353.949951,1313.000000,1327.599976,1327.599976,1175006
2020-11-02,1329.250000,1344.699951,1307.550049,1317.849976,1317.849976,694560
2020-11-03,1324.849976,1345.000000,1305.050049,1317.800049,1317.800049,792331
2020-11-04,1329.000000,1372.800049,1316.050049,1335.250000,1335.250000,1407272
2020-11-05,1353.400024,1371.300049,1346.000000,1357.900024,1357.900024,664225
2020-11-06,1357.900024,1364.000000,1338.449951,1356.699951,1356.699951,562882
2020-11-09,1375.000000,1400.000000,1355.400024,1370.599976,1370.599976,1283631
2020-11-10,1370.000000,1371.000000,1282.500000,1312.000000,1312.000000,1761388
2020-11-11,1318.400024,1333.000000,1293.050049,1329.650024,1329.650024,1273141
2020-11-12,1334.800049,1353.900024,1325.000000,1342.099976,1342.099976,741935
2020-11-13,1327.099976,1352.949951,1322.150024,1347.599976,1347.599976,570053
2020-11-14,null,null,null,null,null,null
2020-11-17,1359.300049,1367.699951,1337.000000,1342.099976,1342.099976,1060852
2020-11-18,1332.000000,1344.150024,1317.000000,1334.300049,1334.300049,475796
2020-11-19,1329.699951,1349.500000,1315.000000,1319.300049,1319.300049,454114
2020-11-20,1325.900024,1372.000000,1324.599976,1357.449951,1357.449951,1335497
2020-11-23,1360.000000,1405.800049,1360.000000,1395.849976,1395.849976,1213782
2020-11-24,1420.000000,1452.650024,1402.300049,1412.150024,1412.150024,2844679
2020-11-25,1423.699951,1423.699951,1372.699951,1376.099976,1376.099976,931816
2020-11-26,1379.900024,1402.000000,1348.650024,1391.599976,1391.599976,759889
2020-11-27,1410.000000,1426.900024,1383.449951,1417.300049,1417.300049,1354040
2020-12-01,1417.300049,1423.949951,1391.000000,1411.599976,1411.599976,712194
2020-12-02,1411.599976,1421.500000,1394.000000,1414.300049,1414.300049,672487
2020-12-03,1414.000000,1444.500000,1414.000000,1441.699951,1441.699951,1001572
2020-12-04,1443.000000,1454.099976,1428.099976,1437.949951,1437.949951,734335
2020-12-07,1440.000000,1466.000000,1433.650024,1442.699951,1442.699951,892569
2020-12-08,1456.000000,1472.000000,1428.800049,1452.300049,1452.300049,1174551
2020-12-09,1465.400024,1472.000000,1450.300049,1456.000000,1456.000000,813977
2020-12-10,1455.000000,1455.000000,1428.150024,1437.250000,1437.250000,631499
2020-12-11,1444.000000,1451.800049,1422.050049,1436.750000,1436.750000,371319
2020-12-14,1436.599976,1445.099976,1417.550049,1437.050049,1437.050049,273214
2020-12-15,1439.449951,1470.000000,1431.000000,1468.349976,1468.349976,695656
2020-12-16,1475.050049,1484.000000,1455.050049,1459.500000,1459.500000,895448
2020-12-17,1470.000000,1472.500000,1446.250000,1452.099976,1452.099976,573057
2020-12-18,1465.000000,1484.800049,1436.050049,1476.099976,1476.099976,1836980
2020-12-21,1476.099976,1491.750000,1399.699951,1427.150024,1427.150024,1613406
2020-12-22,1436.000000,1530.000000,1430.550049,1525.050049,1525.050049,2779116
2020-12-23,1535.000000,1609.500000,1531.349976,1596.099976,1596.099976,3323625
2020-12-24,1600.000000,1622.800049,1570.150024,1597.699951,1597.699951,1576565
2020-12-28,1597.800049,1629.000000,1594.099976,1608.800049,1608.800049,1168908
2020-12-29,1617.000000,1635.650024,1608.400024,1621.750000,1621.750000,931884
2020-12-30,1625.000000,1635.400024,1607.699951,1629.949951,1629.949951,903715
2020-12-31,1629.000000,1665.000000,1615.500000,1660.349976,1660.349976,929998
2021-01-01,1655.000000,1682.849976,1651.800049,1659.250000,1659.250000,579292
2021-01-04,1669.000000,1698.900024,1657.050049,1689.199951,1689.199951,949815
2021-01-05,1685.000000,1725.000000,1671.000000,1713.800049,1713.800049,963468
2021-01-06,1720.000000,1724.000000,1668.000000,1694.849976,1694.849976,842883
2021-01-07,1700.000000,1709.400024,1653.849976,1682.099976,1682.099976,722553
2021-01-08,1692.000000,1745.000000,1690.800049,1740.150024,1740.150024,1029933
2021-01-11,1749.599976,1780.000000,1726.000000,1762.400024,1762.400024,1341318
2021-01-12,1768.000000,1768.000000,1741.400024,1750.849976,1750.849976,730391
2021-01-13,1754.000000,1768.949951,1727.300049,1745.250000,1745.250000,499380
2021-01-14,1752.000000,1752.000000,1701.000000,1743.750000,1743.750000,1294936
2021-01-15,1750.000000,1759.449951,1680.000000,1696.599976,1696.599976,663007
2021-01-18,1701.000000,1708.400024,1652.000000,1663.550049,1663.550049,680532
2021-01-19,1700.000000,1760.000000,1664.150024,1681.900024,1681.900024,4558068
2021-01-20,1695.000000,1793.949951,1683.050049,1782.849976,1782.849976,3331589
2021-01-21,1810.000000,1820.000000,1741.050049,1759.000000,1759.000000,1971206
2021-01-22,1750.000000,1800.000000,1715.199951,1791.300049,1791.300049,1286297
2021-01-25,1803.800049,1809.800049,1731.250000,1740.800049,1740.800049,742962
2021-01-27,1757.000000,1757.400024,1692.000000,1702.750000,1702.750000,932779
2021-01-28,1685.000000,1748.599976,1660.400024,1665.250000,1665.250000,1038667
2021-01-29,1688.000000,1722.000000,1617.449951,1645.150024,1645.150024,1235120
2021-02-01,1646.000000,1697.000000,1616.550049,1690.000000,1690.000000,533928
2021-02-02,1699.000000,1727.000000,1667.050049,1680.849976,1680.849976,511751
2021-02-03,1686.849976,1753.000000,1676.699951,1699.699951,1699.699951,888655
2021-02-04,1710.000000,1730.000000,1698.500000,1714.400024,1714.400024,429650
2021-02-05,1718.000000,1721.750000,1679.000000,1683.750000,1683.750000,461216
2021-02-08,1697.800049,1745.900024,1683.800049,1738.949951,1738.949951,598278
2021-02-09,1742.000000,1749.449951,1705.650024,1714.449951,1714.449951,431840
2021-02-10,1725.000000,1740.000000,1712.199951,1726.800049,1726.800049,360216
2021-02-11,1729.800049,1771.949951,1725.550049,1755.699951,1755.699951,842246
2021-02-12,1761.000000,1789.349976,1715.000000,1724.099976,1724.099976,798849
2021-02-15,1739.000000,1739.000000,1711.349976,1719.750000,1719.750000,221753
2021-02-16,1724.650024,1742.699951,1672.000000,1686.650024,1686.650024,545830
2021-02-17,1690.000000,1711.699951,1669.000000,1677.300049,1677.300049,498267
2021-02-18,1682.000000,1711.849976,1678.150024,1704.349976,1704.349976,499593
2021-02-19,1707.550049,1716.099976,1661.949951,1688.199951,1688.199951,439216
2021-02-22,1693.800049,1710.000000,1600.000000,1614.550049,1614.550049,515103
2021-02-23,1619.000000,1634.000000,1576.400024,1602.300049,1602.300049,924710
2021-02-24,1607.099976,1628.500000,1571.500000,1607.349976,1607.349976,345422
2021-02-25,1623.099976,1661.000000,1595.900024,1604.300049,1604.300049,620525
2021-02-26,1594.300049,1625.000000,1550.199951,1599.750000,1599.750000,882500
2021-03-01,1614.150024,1642.699951,1596.800049,1634.199951,1634.199951,565909
2021-03-02,1644.000000,1749.900024,1636.099976,1734.750000,1734.750000,1400680
2021-03-03,1745.000000,1766.849976,1718.300049,1746.599976,1746.599976,719213
2021-03-04,1725.000000,1782.000000,1719.000000,1744.099976,1744.099976,1166360
2021-03-05,1748.949951,1786.900024,1712.599976,1725.099976,1725.099976,834231
2021-03-08,1725.000000,1764.000000,1720.449951,1749.500000,1749.500000,516867
2021-03-09,1743.000000,1830.000000,1725.000000,1796.349976,1796.349976,732082
2021-03-10,1829.000000,1902.000000,1811.550049,1892.449951,1892.449951,3329555
2021-03-12,1892.250000,1916.250000,1857.000000,1871.849976,1871.849976,1490043
2021-03-15,1875.699951,1942.000000,1853.750000,1931.800049,1931.800049,1875196
2021-03-16,1940.000000,2028.000000,1933.050049,2021.400024,2021.400024,3218199
2021-03-17,2002.099976,2037.250000,1977.599976,1998.900024,1998.900024,1807605
2021-03-18,2018.000000,2033.150024,1938.800049,1969.650024,1969.650024,1471542
2021-03-19,1964.000000,2020.199951,1942.949951,1989.650024,1989.650024,1841607
2021-03-22,1990.000000,2022.650024,1974.300049,2002.150024,2002.150024,873412
2021-03-23,2017.000000,2035.000000,2000.000000,2006.500000,2006.500000,816916
2021-03-24,2007.849976,2039.099976,1960.099976,1975.349976,1975.349976,1287620
2021-03-25,1984.500000,1999.000000,1945.599976,1969.400024,1969.400024,1203406
2021-03-26,1985.000000,2007.550049,1963.000000,1979.949951,1979.949951,677396
2021-03-30,2005.000000,2158.949951,1990.000000,2130.000000,2130.000000,2339287
2021-03-31,2124.000000,2124.000000,2045.000000,2083.899902,2083.899902,1808625
2021-04-01,2084.000000,2111.600098,2054.449951,2075.949951,2075.949951,1111247
2021-04-05,2074.000000,2107.199951,2045.050049,2088.399902,2088.399902,1094282
2021-04-06,2100.000000,2117.149902,2075.250000,2087.699951,2087.699951,690951
2021-04-07,2100.000000,2181.800049,2091.100098,2172.149902,2172.149902,1396967
2021-04-08,2184.000000,2233.649902,2169.199951,2217.399902,2217.399902,1499106
2021-04-09,2228.000000,2249.949951,2202.699951,2226.899902,2226.899902,856365
2021-04-12,2221.850098,2275.949951,2101.000000,2142.500000,2142.500000,1873748
2021-04-13,2156.000000,2173.800049,1995.500000,2050.250000,2050.250000,1935742
2021-04-15,2020.000000,2080.949951,1951.000000,2065.300049,2065.300049,1833728
2021-04-16,2080.000000,2124.000000,2043.500000,2069.649902,2069.649902,1645045
2021-04-19,2081.000000,2145.000000,1998.250000,2092.800049,2092.800049,5048145
2021-04-20,2092.800049,2125.850098,2023.199951,2042.000000,2042.000000,1456195
2021-04-22,2039.000000,2087.600098,2016.050049,2032.199951,2032.199951,1405405
2021-04-23,2035.500000,2063.000000,2004.000000,2018.300049,2018.300049,771071
2021-04-26,2035.000000,2076.000000,2025.050049,2062.399902,2062.399902,845322
2021-04-27,2070.000000,2083.000000,2051.899902,2054.800049,2054.800049,651069
2021-04-28,2063.000000,2135.949951,2063.000000,2129.350098,2129.350098,1195905
2021-04-29,2135.000000,2152.399902,2090.000000,2097.800049,2097.800049,567333
2021-04-30,2098.800049,2139.850098,2091.100098,2106.000000,2106.000000,593831
